ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM,PV1MATH
1,1,1,4,6,3,1.62,2,0.32,2.16,-0.9394,-0.95,-0.73,-0.3017,0.05,0.91,-0.4567,-0.18,1.3469,0.2882,1.38,1.4014,0
1,2,1,6,4,3,0.29,2,-0.56,-0.79,1.2115,-0.24,0.56,0.3889,-1.33,-1.27,-2.1402,0.54,0.5041,0.4684,1.12,-0.3852,0
2,4,1,2,3,3,-0.57,2,-0.56,0.81,0.0873,0.24,0.06,-0.076,0.5,1.23,0.811,-0.02,-0.045,0.649,0.88,0.3026,0
2,2,1,1,2,2,-1.7,2,-1.18,-0.79,-1.4236,-0.24,0.56,-0.076,-0.67,0.0,0.4486,-0.92,-1.4365,-0.5641,-0.52,-0.7176,0
2,4,1,5,2,1,-0.2,2,0.32,-0.02,-0.9394,-0.24,-0.2,0.9139,-0.39,-0.95,-0.0721,-0.18,0.5041,0.2882,-0.06,-0.3852,0
2,2,4,6,6,2,-0.47,2,1.42,-0.48,1.2115,-0.24,0.32,-2.5995,0.05,1.23,2.5276,-0.18,0.5041,1.6881,1.12,1.0265,0
2,4,4,6,6,1,-0.65,2,-0.56,-0.02,-0.3397,-0.95,0.11,0.64,0.05,-0.34,4.4249,-1.51,0.5041,-1.1886,-1.01,2.235,0
1,1,1,6,6,3,0.71,2,1.1,-1.26,1.2115,1.38,0.79,0.9139,-0.39,-0.34,-0.0721,-0.02,-1.4365,0.4684,-0.29,0.3026,0
2,1,1,2,5,3,0.3,2,1.1,2.16,1.2115,0.77,0.56,0.3889,1.59,1.51,0.9618,0.54,0.5041,0.8307,0.41,1.0265,0
1,1,1,2,2,3,-0.78,2,-0.37,-0.02,-0.9394,-0.24,0.56,0.3889,-1.12,-0.34,-0.0721,-0.92,0.6088,-0.4017,-0.29,-0.0455,0
2,2,1,2,4,2,-0.2,1,-0.74,1.51,0.5206,0.77,1.26,0.9139,-0.39,-0.66,-0.0721,-0.92,-0.5939,-1.0353,-0.76,0.3026,0
2,2,1,6,4,3,1.41,2,1.1,-0.02,-0.3397,1.38,1.02,0.1524,-0.39,-0.95,0.2171,0.15,-1.4365,-0.4017,-0.29,-0.7176,1
2,3,1,4,2,2,-0.49,2,-1.18,-0.02,1.2115,0.77,1.02,-0.767,1.11,-0.66,0.2171,0.15,-0.5939,-0.0651,-0.76,1.0265,0
1,4,1,4,2,3,-0.04,2,-0.9,-2.16,1.2115,-0.24,0.06,-0.076,0.05,0.3,-0.0721,0.78,-0.5939,0.2882,0.18,-0.3852,1
1,3,1,2,2,3,-1.31,2,-1.42,-1.26,0.0873,-0.95,0.56,-0.076,0.05,1.81,0.2171,-0.33,1.3469,2.0389,1.12,-0.3852,0
1,1,1,2,2,3,-1.25,2,-2.27,0.45,-0.3397,-1.22,1.89,-0.767,1.59,-0.34,-1.0226,-0.48,-0.5939,-0.0651,-0.29,-0.0455,0
2,4,1,6,6,2,1.36,2,-0.74,-0.02,0.0873,-0.64,0.79,1.2219,-2.3,-1.78,-2.1402,-0.33,-1.4365,-0.7235,-1.01,-2.3212,0
2,1,1,4,2,3,-0.89,2,-1.18,-0.97,0.5206,0.77,-0.47,0.3889,0.5,0.58,1.9398,0.54,-0.045,0.8307,1.7,0.3026,0
2,4,1,2,4,2,-0.07,2,-0.15,1.13,1.2115,0.24,0.79,-0.076,0.5,-0.34,0.811,-0.48,-0.045,0.1099,-0.52,0.3026,0
2,3,1,2,2,3,-1.81,2,-0.06,0.81,0.5206,0.24,0.56,0.3889,0.05,0.58,0.8697,-0.63,-1.4365,0.8307,0.08,0.3026,0
1,1,1,2,2,2,-1.31,2,-1.53,-1.26,1.2115,2.35,1.89,0.3889,-0.39,-0.34,-0.4567,-0.48,-1.3074,0.1099,0.18,-1.0301,0
2,1,1,4,4,3,-0.21,3,1.42,-1.04,0.0873,-0.24,0.79,0.1524,-2.3,-1.78,-0.4567,-1.36,0.5041,-0.2356,-1.28,-0.7176,0
2,1,1,4,3,1,-0.74,2,-1.3,-1.47,-0.9394,-1.22,1.26,1.2219,-0.39,-1.27,0.4486,-0.63,-0.045,-1.0353,-1.28,0.3026,0
2,1,3,4,2,2,0.49,2,0.82,-0.02,1.2115,-0.24,-0.73,-0.076,0.05,0.91,0.2171,-0.18,1.3469,1.0166,2.26,-0.0455,0
2,1,1,4,4,2,0.24,2,-1.42,-0.79,-0.9394,-0.24,0.56,-0.53,0.05,0.58,0.2171,1.47,1.3469,-0.5641,0.65,0.3026,1
1,4,1,2,4,3,-0.89,2,0.08,0.45,-0.3397,-0.24,0.32,1.2219,-1.33,-1.27,0.4486,-0.48,-0.5939,0.1099,-0.06,-0.7176,0
2,2,2,2,2,2,-1.51,2,-0.9,-0.79,0.5206,1.38,1.02,-1.2999,1.11,0.3,0.9618,0.15,1.3469,-0.2356,-0.06,1.0265,0
1,1,1,4,4,3,0.77,2,1.1,-0.02,-0.3397,0.77,-0.73,-0.3017,-0.9,0.58,0.6426,-0.18,-1.4365,-1.8165,0.18,-0.3852,1
1,1,1,4,6,1,1.76,2,-0.83,-1.44,1.2115,-0.24,1.89,0.64,1.11,0.3,0.9618,-0.33,1.3469,1.2128,-1.01,0.6602,0
1,4,1,2,4,2,-0.12,2,-0.74,-0.02,-0.9394,-0.24,0.79,-0.0968,0.05,-0.34,-2.1402,-0.77,0.5041,-0.7235,-0.76,0.3026,0
1,1,1,6,4,2,0.3,2,-0.74,-0.02,-0.9394,-0.24,0.32,0.1524,-0.9,0.0,-0.4567,-0.18,-0.5939,-0.5641,-0.06,-1.3599,0
2,1,1,2,2,3,-0.36,2,0.32,-0.79,0.5206,0.24,0.79,0.64,-1.12,0.3,-0.0721,-0.02,-0.045,1.0166,0.41,-0.0455,1
1,4,1,2,2,2,-1.68,2,0.08,-0.02,1.2115,0.77,-0.2,0.9139,0.5,0.3,-0.0721,-0.02,1.3469,0.2882,0.18,-0.0455,1
1,1,1,6,6,2,0.81,2,-0.74,-0.79,-0.9394,-0.95,-0.2,1.2219,-0.67,-0.34,-0.0721,-0.63,-0.5939,-0.5641,-1.01,-1.3599,0
1,1,1,2,5,2,0.56,2,-0.9,0.45,0.5206,0.24,0.56,0.3889,0.05,0.0,0.4486,-0.77,-0.045,-0.2356,-0.52,0.6602,0
2,1,1,4,3,3,-0.75,2,0.32,-0.48,-1.4236,-0.64,0.32,0.1524,-0.9,-0.34,-2.1402,-0.33,-0.045,-0.8805,-0.06,-0.3852,0
2,1,1,6,4,3,-0.18,2,-1.05,-0.48,-0.9394,-0.64,0.56,0.1524,0.05,0.0,0.811,-0.63,-1.4365,-0.4017,-0.52,0.3026,0
1,1,1,3,2,3,-0.49,2,0.82,0.45,-0.3397,0.24,0.32,-0.767,0.05,0.58,-1.0226,-0.48,-0.5939,-0.4017,-0.29,-0.0455,0
2,4,1,6,3,3,0.0,2,-0.15,-0.02,0.0873,-0.24,-0.2,-0.767,0.5,0.0,0.4486,-0.18,-0.045,0.2882,0.18,0.3026,0
2,4,1,6,5,3,0.72,2,-0.37,-1.26,-0.3397,-0.24,-0.47,0.1524,-0.39,0.3,-1.0226,-0.63,0.5041,-0.7235,0.65,-0.3852,0
1,1,1,2,2,2,-1.35,2,1.84,1.51,-1.4236,-0.95,0.32,0.9139,-0.67,-0.34,-0.4567,-0.48,-0.5939,-1.0353,-1.28,-0.3852,0
1,2,1,3,3,2,-0.22,2,0.08,-0.02,1.2115,-0.24,1.89,-0.3017,-0.39,-1.27,-2.1402,-0.77,-0.5939,0.2882,-1.28,-1.3599,0
1,1,2,3,2,2,-0.76,2,-0.37,-0.02,-1.4236,-0.95,0.32,0.64,-1.33,-0.66,0.2171,-1.06,-0.5939,-0.2356,-0.76,-1.0426,1
1,4,1,3,2,2,-0.76,2,-1.05,-0.02,-0.3397,-0.24,-0.47,0.3889,-0.67,0.0,-0.4567,-0.33,-0.5939,0.4684,-0.29,-1.3599,0
2,1,1,3,3,3,0.31,2,-0.15,0.81,0.0873,0.24,0.32,0.1524,0.05,0.3,2.0662,-0.48,-0.5939,0.1099,-0.52,0.3026,0
1,4,1,4,6,3,1.4,2,-0.56,0.81,-0.3397,-0.24,1.02,-0.767,-0.9,-0.34,-0.0721,-0.06,-1.4365,0.1099,-0.06,-0.3852,0
2,1,1,2,3,2,-0.55,1,-0.74,0.45,-1.4236,-0.24,0.79,2.6645,-0.39,-1.27,0.2171,-0.77,-1.4365,-1.8165,-0.29,-0.3852,0
2,4,1,2,2,3,-1.75,2,-0.37,-0.02,-0.3397,-0.24,0.32,-0.767,-0.39,0.3,-2.1402,-0.02,-0.045,0.649,1.38,-0.7176,1
2,2,1,6,2,3,-0.15,2,-1.18,-0.79,-1.4236,-0.64,-1.3,-0.53,-0.67,-0.95,0.4486,-0.63,-0.045,-0.8805,0.88,-0.3852,0
2,1,1,4,4,3,-0.73,2,0.56,0.81,-0.3397,1.38,1.02,-0.076,0.05,-0.66,-0.0721,-1.21,-0.4864,-0.7235,-0.29,0.6602,0
1,1,1,4,4,3,-0.11,2,0.82,2.16,0.5206,-0.64,0.79,0.1524,0.05,-0.66,-0.4567,-0.33,-0.6989,-0.7235,-1.28,0.3026,0
2,1,1,4,4,2,-0.24,1,0.32,-0.79,-0.9394,0.24,-0.2,0.3889,0.05,0.3,-0.4567,-0.48,-1.4365,-0.4017,0.18,-0.7176,0
2,2,1,5,5,3,0.61,2,0.08,-0.02,-0.9394,-0.24,-0.73,-1.6239,0.5,0.58,1.7024,0.34,0.5041,0.8307,1.38,-0.7176,1
2,1,1,4,6,3,0.19,2,-0.74,-1.04,-0.3397,-0.24,0.32,-0.076,-1.33,-1.78,0.6426,-0.48,0.5041,-0.4017,-0.52,-0.3852,0
2,4,4,4,2,3,0.17,2,-0.56,-0.79,-0.3397,-0.24,0.56,-0.076,0.05,0.58,-0.4567,0.34,1.3469,-0.7235,0.18,-0.3852,1
2,1,1,4,3,1,-1.17,2,-0.74,-1.47,-1.9158,-1.7,-0.2,0.1524,-1.12,0.3,-0.4567,-0.77,0.5041,-0.5641,0.41,-1.6717,0
2,1,1,4,2,3,-0.12,2,-0.9,-0.79,1.2115,-0.64,-0.47,0.5792,0.05,0.3,0.4486,0.54,-0.045,-0.4017,1.63,-0.3852,1
2,2,1,5,6,3,1.85,2,-0.15,1.51,0.5206,0.77,0.32,-1.0202,1.59,0.58,0.9618,-0.02,0.5041,1.4298,0.65,0.6602,1
2,4,1,4,3,1,-0.42,2,-0.37,-1.04,-1.7015,0.77,0.32,-0.767,0.05,0.3,1.7024,-0.48,-0.5939,2.7167,0.41,3.8587,0
2,2,1,2,2,3,-0.97,1,0.56,2.16,-0.9394,-0.95,-0.47,-3.7666,0.05,1.23,-0.0721,2.27,0.5041,2.7167,-0.29,1.4014,0
1,1,1,4,4,1,0.77,2,0.5,2.16,1.2115,0.77,-0.47,0.9139,-0.39,-0.34,0.9618,-0.18,0.5041,0.649,0.65,0.6602,0
1,4,1,2,2,2,-1.75,2,-0.37,-0.79,0.5206,0.24,-1.68,-0.53,1.59,2.29,1.4702,0.78,1.3469,1.4298,2.26,-4.2456,1
2,4,1,4,4,2,-0.64,2,-0.74,-1.68,-2.3021,-0.95,-0.47,0.1524,-1.56,-0.95,-0.4567,0.78,0.5041,-0.7235,0.65,-0.3852,0
1,1,1,4,6,1,1.02,2,0.56,1.13,1.2115,0.24,0.32,-0.53,0.05,0.3,-0.4567,0.34,-0.045,0.1099,-0.52,0.6602,0
2,4,1,1,2,2,-1.59,2,0.56,2.16,1.2115,-0.24,0.79,3.9067,-0.67,0.91,0.6426,-1.36,-0.045,1.2128,0.88,1.4014,0
1,1,1,4,4,1,0.67,2,0.56,-0.02,1.2115,0.24,0.32,0.9139,1.59,0.91,1.5866,0.54,-0.045,0.8307,-0.29,-0.3852,0
1,1,4,6,6,2,1.09,2,-0.15,-0.79,1.2115,0.24,0.06,-0.3017,0.05,0.3,0.4486,-0.18,1.3469,0.8307,1.12,-0.0455,1
2,2,1,4,6,2,0.91,2,-0.74,0.81,0.0873,-1.22,1.53,0.3889,-1.12,-1.78,-1.0226,-0.48,-1.3074,-1.4948,-2.18,-0.0455,0
2,4,1,2,2,1,-1.1,2,0.82,2.16,1.2115,-0.24,0.32,-0.076,-0.67,-0.66,-1.0226,-0.33,-0.5939,0.1099,-0.76,-0.3852,0
2,2,2,2,2,2,-1.37,1,-0.15,-0.02,-0.9394,0.24,0.79,-0.076,-0.67,0.3,-0.0721,0.54,-0.5939,-0.4017,0.41,-0.7176,0
2,1,1,6,6,2,1.22,2,-1.18,-1.04,-0.9394,-0.24,-0.2,-0.3017,-1.56,-0.66,-0.0721,-0.02,1.3469,0.1099,0.41,-1.3599,1
2,1,1,4,6,2,1.09,2,-1.05,-1.68,1.2115,-0.24,0.79,-0.076,0.5,1.23,1.2288,1.47,-1.4365,2.7167,0.65,-0.0455,1
1,4,1,1,4,3,-0.5,2,-0.9,-0.02,0.5206,0.24,0.32,-0.3017,0.05,0.0,0.2171,1.47,-0.5939,1.4298,0.65,-0.7176,1
2,4,1,2,3,3,-1.11,2,-0.56,0.81,-0.9394,-0.24,0.56,0.3889,-1.56,-1.78,-0.0721,-0.77,-1.3753,-0.8805,-2.18,-1.3599,0
1,4,1,2,2,2,-1.54,2,-1.09,-0.48,-0.9394,-0.24,0.32,-0.076,-0.39,-0.34,-0.0721,-0.63,1.3469,-0.4017,-0.52,-0.3852,0
1,1,1,4,4,2,-0.67,2,-0.15,0.81,1.2115,-0.24,0.79,1.5828,1.11,-0.66,0.2171,-0.18,-0.5939,0.649,-0.76,-0.7176,0
2,1,1,4,4,3,-0.14,2,0.32,0.45,-0.9394,-0.24,0.32,-0.076,0.05,0.3,0.2171,-0.02,1.2841,-0.5641,0.65,-0.3852,1
2,1,3,3,6,2,-0.02,2,1.42,2.16,0.5206,1.38,0.79,-0.2626,0.05,0.91,0.4486,-0.02,1.3469,-0.2356,-1.01,1.0265,0
1,4,1,5,4,2,0.56,2,-0.37,-1.04,0.5206,0.77,1.26,0.1524,-1.12,-0.34,-2.1402,-0.48,-0.045,-0.2356,-1.28,-0.7176,0
1,2,1,3,4,2,0.27,2,0.08,-0.02,-0.9394,-0.24,0.06,0.64,-1.12,0.0,0.811,0.15,-1.3074,0.1099,0.65,-0.7176,1
2,1,1,1,1,1,-2.44,2,0.32,0.45,-0.3397,0.24,-0.2,-1.6239,-0.39,0.3,0.6426,-1.51,0.5041,-0.5641,0.41,0.6602,0
2,2,1,2,4,3,-0.07,1,-0.37,-1.47,-2.1084,-0.64,-1.0,-0.767,-1.12,-0.66,-0.4567,0.78,0.5041,-3.4503,1.7,-1.0426,1
2,1,1,4,2,3,0.4,2,0.08,-1.04,1.2115,0.77,0.79,0.1524,0.05,-0.95,-0.4567,-0.48,0.5041,-1.1886,-0.52,-0.3852,1
2,1,1,2,4,3,-0.24,2,-0.9,-0.02,1.2115,-0.64,1.26,-0.076,0.05,0.91,0.2171,-0.33,0.6088,2.7167,0.18,-0.0455,0
1,2,4,6,3,2,1.03,2,1.1,-0.02,0.0873,1.38,-0.2,-0.53,0.05,1.23,0.2171,0.78,-0.045,0.4684,0.65,-0.0455,1
1,1,1,2,1,2,-1.16,1,-0.9,-0.79,-1.9158,-0.64,1.26,0.3889,-1.83,-1.78,-2.1402,-1.36,-0.4864,-1.3412,-2.18,-2.3212,0
1,1,1,3,4,3,-0.41,2,0.32,0.81,0.0873,0.24,0.32,0.64,-0.67,-0.66,-1.0226,-0.63,-1.4365,-0.8805,-2.18,-0.7176,0
2,1,1,3,5,2,0.67,2,0.32,-0.48,0.5206,0.24,1.02,0.1524,-1.12,-0.34,0.6426,-0.33,0.6088,2.7167,-1.01,0.6602,0
2,1,1,4,5,3,0.74,2,2.63,2.16,1.2115,2.35,-2.37,-1.6239,1.59,-1.78,0.6426,2.27,-0.045,0.8307,1.12,1.7943,0
1,2,1,4,4,2,-0.78,2,-0.37,-0.79,-1.4236,-0.24,0.56,-0.3017,0.05,-0.66,-0.0721,-0.33,0.6088,0.4684,-0.52,-0.7176,0
1,1,4,6,4,3,0.3,2,-0.37,-0.02,0.5206,0.77,0.32,-0.53,1.59,0.0,0.811,0.34,-0.045,-0.0651,-0.52,1.0265,0
1,3,1,2,2,2,-0.85,2,-1.05,-0.79,-0.9394,-0.24,-0.2,0.3889,-1.12,-0.34,-0.4567,-0.63,-1.4365,-0.4017,-0.29,-0.7176,0
1,1,1,2,4,2,0.58,2,-0.56,0.81,-0.9394,-0.95,0.79,0.3889,-1.12,0.0,-2.1402,-1.36,1.1091,-0.2356,-1.28,-1.0426,0
2,1,1,4,4,3,0.3,2,0.08,-0.02,-0.3397,0.24,0.32,0.1524,-1.12,-1.78,-2.1402,-0.63,1.3469,-0.8805,-1.01,-1.9864,0
1,4,1,6,4,3,0.16,2,-0.37,0.45,0.0873,-0.24,0.06,-0.53,0.5,0.91,0.2171,-0.48,-0.045,0.2882,0.41,0.6602,1
2,1,1,4,4,2,0.6,2,-0.37,-0.02,0.0873,1.38,-0.2,0.64,-0.39,0.3,0.4486,0.34,-0.5939,0.649,0.18,-0.0455,1
1,3,1,6,6,2,1.51,2,-1.53,1.13,-1.7015,-1.22,0.79,0.64,-0.39,-0.66,-2.1402,-1.06,-0.045,-0.2356,-0.29,-1.0426,0
1,4,1,3,2,3,0.35,2,-1.42,-1.47,-0.9394,-1.22,0.56,0.3889,-1.33,0.3,0.4486,-0.48,-0.5939,0.4684,-1.01,-1.9864,0
1,1,2,5,5,2,0.77,2,-0.15,-0.02,1.2115,0.77,2.55,1.2219,-2.3,-1.27,-0.0721,-1.06,-1.4365,1.4298,-1.61,-1.6717,0
1,2,1,4,4,3,0.02,2,1.42,0.81,0.2909,-0.24,0.06,-0.53,-1.56,0.0,-0.4567,1.07,-1.4365,1.4298,0.88,-0.7176,1
2,4,1,4,6,2,0.95,2,-0.56,-0.02,0.0873,0.77,0.32,0.1524,0.05,0.58,-0.0721,-0.48,0.5041,0.2882,0.18,-0.3852,0
2,1,1,4,4,3,-0.48,2,0.32,1.13,1.2115,-0.24,0.06,0.1524,0.8,0.0,0.2171,1.07,-1.4365,0.8307,0.41,0.6602,0
2,2,1,4,4,1,0.15,2,-0.15,0.45,-0.3397,0.24,0.32,-0.076,0.5,0.58,-1.0226,1.07,0.5041,0.2882,0.41,-0.0455,1
2,4,1,3,2,1,-0.82,2,-0.56,-0.02,-1.7015,-0.64,0.56,-0.076,-1.12,-0.34,-2.1402,-0.92,-0.045,0.1099,0.18,-1.0426,0
1,1,1,4,2,1,0.33,2,-1.05,-0.79,-0.9394,-0.64,0.56,0.64,-2.3,-1.78,-2.1402,-0.48,-1.4365,-1.0353,-1.28,-1.0426,1
1,2,1,4,4,3,-0.02,2,0.56,0.45,0.0873,0.77,-2.37,0.1524,0.05,1.23,0.2171,2.27,1.3469,0.8307,2.26,0.3026,1
2,1,1,6,4,3,1.22,2,-1.05,-0.79,0.5206,0.24,0.32,-0.53,0.05,0.0,0.3475,0.54,-0.045,-0.2356,-0.52,-0.0455,0
1,4,1,2,6,2,-0.02,2,0.32,-0.02,0.5206,0.77,0.32,2.6645,0.5,-0.34,0.2171,-0.63,-1.3753,-0.0651,-0.29,-1.6717,0
2,2,2,2,2,1,-1.62,2,2.63,1.51,1.2115,2.35,-0.47,-0.076,1.59,2.29,0.6426,-0.02,1.3469,2.7167,1.12,2.8039,0
1,1,1,4,4,2,0.27,2,-0.56,-0.02,0.0873,0.24,0.06,0.3889,0.05,0.58,-1.0226,-0.92,1.2818,0.649,0.65,-0.7176,0
1,3,1,4,1,2,-0.35,2,-0.37,0.81,-0.3397,-0.24,0.06,-0.076,-0.39,0.58,-0.0721,-1.21,-1.4365,1.4298,0.88,1.4014,0
2,4,1,5,5,3,0.08,2,-0.9,-0.79,1.2115,0.77,-0.47,-0.767,1.11,1.51,0.4486,0.34,0.5041,0.649,1.7,0.3026,0
2,1,2,6,5,2,1.07,2,-1.05,-0.02,-0.9394,0.24,0.32,-0.076,-0.39,0.58,-0.4567,-0.18,-0.477,-0.0651,-0.06,-1.3599,0
2,2,2,4,4,3,-0.65,2,-0.56,-0.79,0.5206,-0.24,-0.73,-0.53,-0.39,0.0,-0.4567,-0.18,-0.5939,0.2882,-0.76,-1.3599,0
2,4,1,5,2,1,1.16,2,-1.05,-1.47,-0.9394,-1.7,2.55,2.0328,-0.67,-1.78,1.0998,-2.57,-1.4365,-0.0651,-2.18,-1.0426,0
2,4,1,2,2,2,-1.1,1,0.82,-0.02,0.0873,0.77,-0.73,0.1524,1.11,0.58,0.811,-0.02,1.3469,0.649,1.38,0.3026,1
1,2,1,4,2,2,-0.69,2,2.63,-0.48,0.5206,0.77,-1.0,-0.767,1.59,1.51,0.811,0.54,1.3469,1.2128,2.26,-0.3852,0
1,4,1,6,6,3,0.86,2,1.1,-1.26,-1.4236,0.77,2.55,0.64,-1.12,-1.78,-0.4567,-0.33,-1.4365,-0.2356,-2.18,-0.0455,0
2,1,1,6,2,3,0.7,2,-1.18,0.81,1.2115,-1.22,-2.37,0.3889,1.11,0.0,-0.4567,-0.02,-0.045,-0.0651,2.26,-0.0455,0
1,1,1,4,2,2,0.97,2,0.56,0.45,1.2115,0.77,0.32,0.3889,-1.12,-1.27,0.2171,1.47,-0.045,0.4684,0.18,-0.7176,1
1,2,1,4,2,3,-0.05,2,-0.56,-0.79,-0.3397,0.77,-0.47,0.9139,1.59,2.29,0.2171,-0.33,1.3469,1.2128,1.38,-0.3852,1
2,2,1,3,6,2,0.58,2,-1.05,-0.79,-0.9394,-0.64,0.06,0.1524,-1.12,0.58,0.4486,-0.33,1.3469,0.2882,0.18,-1.0426,0
1,4,1,2,6,2,1.29,2,0.08,0.45,1.2115,0.24,1.26,0.9139,-1.12,-1.27,0.811,-0.63,-0.5939,0.8307,-1.28,-0.0455,0
2,4,1,2,3,2,-1.36,2,-0.56,-1.04,-1.4236,-0.95,0.56,0.64,-1.33,-1.78,-1.0226,-0.77,-0.045,-1.0353,-1.01,-1.3599,1
1,4,1,4,4,2,-0.94,2,-0.15,-0.79,0.0873,-0.95,0.79,-0.076,-0.9,-0.66,-0.4567,-0.33,-0.5939,1.2128,-0.52,-0.7176,1
1,2,1,6,4,3,-0.39,2,0.56,-0.02,1.2115,-1.22,-2.37,0.9139,0.5,1.51,-0.0721,2.27,-0.045,1.0166,2.26,1.7943,1
1,2,1,4,3,2,0.51,2,-0.56,-3.11,1.2115,-1.22,2.55,0.64,-2.3,-1.78,-1.0226,-0.63,-0.045,-2.1963,-2.18,0.3026,0
1,2,1,6,4,1,1.44,2,-1.05,-1.04,-1.4236,-0.64,0.56,-0.076,0.05,-0.95,-1.0226,-0.63,-0.5939,-0.5641,-1.28,-1.9864,0
2,3,1,4,4,2,-0.89,2,-0.15,1.13,0.0873,0.24,0.32,-0.3017,-0.67,0.0,-0.4567,-0.02,0.5041,0.649,-0.06,-0.0455,0
2,1,1,2,2,2,-1.23,2,0.56,1.51,0.0873,0.24,0.56,-0.076,0.05,0.58,0.4486,-0.33,-0.5939,1.0166,1.7,0.3026,0
1,4,1,6,6,2,-0.02,2,-0.9,-1.91,0.0873,-0.24,1.02,0.9139,0.5,-0.95,0.4486,-0.63,-0.045,0.8307,-0.52,-0.3852,0
2,1,1,4,4,2,0.77,2,-0.15,0.45,0.5206,-0.24,-0.73,0.64,-1.12,0.58,0.4486,0.15,-0.5939,-0.8805,0.88,-0.3852,1
2,4,1,4,3,2,-0.82,2,-0.15,-1.47,-0.9394,-0.24,0.56,0.3889,-0.9,-0.95,-1.0226,-0.92,-1.3697,-0.7235,-1.01,-1.3599,0
1,2,1,4,2,1,-0.16,2,-1.05,-1.04,0.5206,-0.64,0.06,-0.53,-0.67,0.3,0.9618,1.07,-0.045,-0.4017,-0.52,-0.7176,1
2,4,1,2,4,3,-0.63,2,0.82,1.51,0.5206,0.77,0.06,-1.2999,0.05,0.3,0.4486,-0.33,-1.4365,-0.0651,-0.29,-0.3852,0
2,1,1,4,4,3,-0.78,2,0.32,0.81,0.0873,0.24,1.26,-1.0202,-0.9,-0.66,0.4486,0.54,-1.4365,-0.0651,-1.01,-0.3852,0
2,4,1,4,4,3,-0.08,2,0.32,-0.48,0.0873,0.77,0.06,-0.076,-0.39,0.3,0.2171,-0.48,-0.045,0.4684,0.65,-0.7176,0
1,4,4,3,2,3,-0.75,2,0.08,0.81,0.5206,0.77,0.32,0.64,0.8,0.91,1.0998,0.78,-0.5939,2.7167,0.88,0.6602,0
1,4,1,4,4,3,0.3,2,0.56,0.81,1.2115,1.38,-0.47,-0.076,0.5,1.81,1.3516,0.54,-0.045,1.6881,1.38,0.3026,0
2,2,1,4,4,3,-0.08,2,-0.56,-0.02,-1.4236,-0.64,0.32,0.9139,0.05,0.3,1.3516,-0.02,-0.045,1.0166,-0.06,2.235,0
2,1,1,4,4,2,0.11,2,-0.56,-0.02,-1.7015,-0.64,-1.0,-0.3017,-0.67,-0.34,0.9618,0.78,-0.045,-0.5641,1.38,-1.3599,1
2,4,2,5,2,1,-0.12,2,0.08,-0.02,-0.3397,-0.24,1.02,0.9139,0.05,0.0,1.9398,-0.02,1.3469,0.8307,0.88,-0.0455,0
1,1,1,6,6,2,1.14,2,-0.15,0.45,-0.3397,-0.95,1.26,-0.53,-0.39,0.58,0.2171,-0.18,0.5041,0.649,-0.29,-0.7176,0
2,1,1,6,4,2,1.29,2,0.08,1.13,1.2115,-0.24,0.56,0.3889,0.05,-0.34,-0.0721,0.78,-0.045,0.2882,0.18,0.6602,1
2,4,1,2,2,3,-0.76,2,0.56,-0.02,-0.9394,1.38,-0.47,-0.3017,0.05,0.58,0.2171,0.78,0.5041,0.4684,0.65,-0.0455,1
1,4,1,4,1,3,0.39,1,-0.74,1.13,0.0873,-0.95,1.02,1.5828,1.11,0.91,0.4486,0.34,-1.4365,-0.7235,-0.06,1.7943,0
1,3,1,2,4,2,-0.8,2,0.56,1.13,-1.4236,-0.24,0.79,1.2219,-1.12,-1.27,-1.0226,-1.68,-0.045,-1.4948,-2.18,-0.7176,0
1,3,4,1,1,1,-2.08,2,-0.74,1.51,0.0873,-1.22,0.06,1.2219,-1.83,-0.34,-0.4567,-0.63,-1.4365,-1.1886,-0.76,1.4014,0
1,4,1,4,4,2,-0.18,2,-0.56,-0.48,-1.7015,-0.95,0.79,-0.076,-2.3,-1.78,-1.0226,-0.33,-0.045,-1.1886,-0.76,-1.9864,0
2,1,1,4,4,1,1.35,2,-0.74,-0.02,1.2115,-0.24,-0.47,-0.076,0.05,0.0,0.9618,-0.18,0.5041,0.649,0.41,0.3026,0
2,1,2,4,4,1,0.1,2,1.84,0.45,1.2115,-0.24,-0.2,-0.3017,0.05,0.91,0.6426,-1.21,1.3469,-0.0651,-0.06,-0.3852,0
2,1,1,6,3,3,1.02,2,-0.15,-0.48,1.2115,1.38,0.06,-0.767,0.05,0.91,0.2171,0.78,-0.045,0.2882,0.41,-0.3852,0
1,4,1,1,2,2,-1.43,2,-0.9,-0.79,-0.9394,-0.24,0.32,0.1524,-0.67,0.3,0.811,-0.77,1.3469,-0.0651,0.18,-0.7176,0
1,1,1,4,4,2,0.21,2,-1.05,-0.48,-0.3397,-0.95,0.06,0.3889,0.05,0.3,0.6426,-0.33,1.3469,1.4298,1.38,-0.3852,0
1,1,1,4,4,2,0.65,2,-0.37,-0.02,-0.9394,-0.64,0.56,0.1524,0.05,-0.34,0.2171,-0.33,-0.045,0.2882,-0.06,-0.7176,0
